nom_estab|raz_social|codigo_act|nombre_act|per_ocu|tipo_vial|nom_vial|tipo_v_e_1|nom_v_e_1|tipo_v_e_2|nom_v_e_2|tipo_v_e_3|nom_v_e_3|numero_ext|letra_ext|edificio|edificio_e|numero_int|letra_int|tipo_asent|nomb_asent|tipocencom|nom_cencom|num_local|cod_postal|cve_ent|entidad|cve_mun|municipio|cve_loc|localidad|ageb|manzana|telefono|correoelec|www|tipounieco|latitud|longitud|fecha_alta
HOTEL DEFENSORES||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|PONIENTE 106|CALLE|NORTE 1-D|CALLE|NORTE 1-E|EJE VIAL|3 NORTE (CUITLÁHUAC)|||||72||COLONIA|GUADALUPE VICTORIA II||||07790|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1720|016||||Fijo|19.4730652800000000|-99.139753290000000|2010-07
HOTEL DA CASA||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|CARRETONES|CALLE|ESTEBAN MARTINEZ|EJE VIAL|2 ORIENTE (HONORABLE CONGRESO DE LA UNION)|CALLE|UNIÓN|140||||||COLONIA|ZONA CENTRO||||15100|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0691|008||||Fijo|19.4248314000000000|-99.120249260000000|2010-07
HOTEL DEL PARQUE||721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|PRESIDENTE PLUTARCO ELIAS CALLES|CALLE|JESUS URUETA|CALLE|RAMON Y CAJAL|CALLE|TOMÁS VÁZQUEZ|882||||0||BARRIO|SAN PEDRO||||08220|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0378|004||HOTELDEL_PARQUE@HOTMAIL.COM||Fijo|19.3934498400000000|-99.131681510000000|2010-07
HOTEL BAHÍA||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|MAR IRLANDA|CALLE|FELIPE CARRILLO PUERTO|CALLE|MAR ADRIATICO|AVENIDA|MARINA NACIONAL|2||||||COLONIA|TACUBA||||11410|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0162|018||||Fijo|19.4519325000000000|-99.184766830000000|2010-07
HOTEL DOS NACIONES|MINA TRECE S DE RL DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|MINA|CALLE|GALEANA|CALLE|RIVA PALACIO|CALLE|VIOLETA|13||||0||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|063A|001||HOTELDOSNACIONES@HOTMAIL.COM|HOTELDOSNACIONES.COM.MX|Fijo|19.4388271200000000|-99.141419220000000|2010-07
HOTEL ATLANTA, S. DE R.L.|HOTEL ATLANTA S DE RL|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|BELISARIO DOMINGUEZ|CALLE|ALLENDE|CALLE|REPUBLICA DE CHILE|CALLE|REPÚBLICA DE CUBA|31||||||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0644|014||HOTELATLANTA@GMAIL.COM||Fijo|19.4381508900000000|-99.137434110000000|2010-07
HOTEL BOSTON|ADMINISTRADORA HOTELERA BOSTON DE MÉXICO SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|PERALVILLO|CALLE|LIBERTAD|EJE VIAL|1 NORTE (IGNACIO LOPEZ RAYON)|CALLE|JESÚS CARRANZA|113||||||COLONIA|MORELOS||||06200|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0540|003||HBOSTON113@GMAIL.COM||Fijo|19.4439910500000000|-99.132657660000000|2010-07
OPERADORA ISA|OPERADORA ISA SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|AVENIDA|AVENIDA DE LAS NACIONES|CALLE|DAKOTA|AVENIDA|INSURGENTES SUR|CALLE|FILADELFIA|38||WORLD TRADE CENTER|51||OFICINA 14|COLONIA|NAPOLES|EDIFICIO COMERCIAL Y DE SERVIC|WORLD TRADE CENTER|OFICINA 14|03810|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0219|001|||WWW.HOTELIRMA.COM.MX|Fijo|19.3946737600000000|-99.173439530000000|2019-11
HOTEL DIANA||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|SANTA CRUZ|CALZADA|CALZADA DE TLALPAN|CALLE|ANTILLAS|CALLE|ANTILLAS|18||||||COLONIA|PORTALES NORTE||||03303|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0789|016||||Fijo|19.3705929800000000|-99.142375830000000|2010-07
HOTEL DETROIT|HOTELERA ZARAGOZA SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|ZARAGOZA|CALLE|MINA|PRIVADA|SEGUNDA ZARAGOZA|EJE VIAL|1 PONIENTE (GUERRERO)|55||||0||COLONIA|COL BUENA VISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0610|004||HOTELDETROIT55@GMAIL.COM||Fijo|19.4408149300000000|-99.149868970000000|2010-07
HOTEL DEL SUR||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|LAGO ISEO|CALLE|FELIPE CARRILLO PUERTO|CALLE|LAGO GARDA|CALLE|LAGO TUS|113||||0||COLONIA|ANAHUAC||||11320|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0181|013||||Fijo|19.4492160900000000|-99.181093720000000|2010-07
HOTEL GALVAS|FALEMUS SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|INSURGENTES CENTRO|CALLE|AVENIDA REPUBLICA|CALLE|TOMAS ALVA EDISON|CALLE|EZEQUIEL MONTES|50||||||COLONIA|TABACALERA||||06030|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|070A|006|9211912331|HOTELGALVAS@GMAIL.COM||Fijo|19.4374597700000000|-99.156469970000000|2010-07
HOTEL CAMPECHE|HOTEL CAMPECHE SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|CAMPECHE|EJE VIAL|2 PONIENTE (MONTERREY)|CALLE|TONALA|CALLE|NAYARIT|62||||||COLONIA|ROMA SUR||||06760|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1375|001||ALHOTELCAMPECHE@GMAIL.COM||Fijo|19.4103404800000000|-99.161654260000000|2010-07
SUITES NORMA|INMOBILIARIA NORMA SA|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|PLAZA NECAXA|CALLE|RIO PANUCO|CALLE|RIO SENA|CALLE|RÍO USUMACINTA|10||||||COLONIA|COLONIA||||06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0790|010|5521297408|INMONORMA@GMAIL.COM||Fijo|19.4308851700000000|-99.166296140000000|2010-07
HOTEL CALETA||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|JUAN DE DIOS PEZA|CALZADA|SAN ANTONIO ABAD|CALLE|5 DE FEBRERO|CALLE|FERNANDO RAMÍREZ|155||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1267|007||HOTELCALETA@YAHOO.COM||Fijo|19.4131177400000000|-99.135819430000000|2010-07
HOTEL CASA SILENCIO|HOTEL CASA SILENCIO  SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALZADA|CALZADA DE TLALPAN|CALLE|NIÑOS HEROES DE CHAPULTEPEC|CALLE|ROMERO|CALLE|HILARIO PÉREZ DE LEÓN|959||||||COLONIA|NIÑOS HEROES||||03440|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0492|010||HOTECASASILENCIO@HOOTMAIL.COM||Fijo|19.3857977200000000|-99.139505830000000|2010-07
HOTEL HÉROES||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|HEROES|CALLE|ESTRELLA|CALLE|LUNA|CALLE|ZARCO|207||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0517|001||||Fijo|19.4491676000000000|-99.144941790000000|2010-07
HOTEL HACIENDA COYOACAN||721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|DIVISIÓN DEL NORTE|CALLE|5|CALLE|5|CALLE|5|3545||||0||COLONIA|SAN PABLO TEPETLAPA||||04620|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0681|007||HACIENDACOYOACANSUR@HOTMAIL.COM||Fijo|19.3247563600000000|-99.139738820000000|2010-07
HOTEL CASA MALI BY DOMINION|OPERADORA PARK DECO S DE RL DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|MEXICO|CALLE|CHILPANCINGO|CALLE|IZTACCIHUATL|AVENIDA|AMSTERDAM|107||||||COLONIA|HIPODROMO||||06100|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1341|019|||WWW.DOMINIONCONDESA.COM|Fijo|19.4102487200000000|-99.170225640000000|2019-11
SUITES NAPOLES|SUITES NAPOLES SA SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|LUCERNA|CALLE|MILAN|CALLE|LISBOA|CALLE|ROMA|58||||0||COLONIA|JUAREZ||||06600|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0856|005||||Fijo|19.4298518200000000|-99.156223680000000|2010-07
HOTEL MAZOY|HOTEL MAZOY  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|MINA|PEATONAL|PLAZA BUENAVISTA|CALLE|JUAN ALDAMA|AVENIDA|PUENTE DE ALVARADO|220||||||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|049A|013||||Fijo|19.4405678800000000|-99.151963380000000|2010-07
HOTEL MAZATLÁN||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|CALLEJON IGUALDAD|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|CALLEJON IGUALDAD|CALLE|CALLEJÓN IGUALDAD|29||||0||COLONIA|CENTRO (ÁREA 8)||||06080|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0964|015||||Fijo|19.4251993800000000|-99.140598540000000|2010-07
HOTEL MAXWELL|HOTEL MAXWELL SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|EJE VIAL|2 ORIENTE (CALZADA DE LA VIGA)|CALLE|IGNACIO LOPEZ RAYON|CALLEJON|FRANCISCO JAVIER MINA|CALLE|CANAL DE OTHENCO|753||||0||BARRIO|SANTIAGO NORTE||||08240|09|CIUDAD DE MÉXICO|006|Iztacalco|0001|Iztacalco|0397|003||HOTEL-MAXWELL@YAHOO.COM.MX||Fijo|19.3932059800000000|-99.122912930000000|2014-12
HOTEL MENARA|ANCARCO  SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|JOSE MARIA IZAZAGA|CALLE|ISABEL LA CATOLICA|CALLE|SEGUNDO CALLEJON NEZAHUALCOYOTL|AVENIDA|JOSÉ MARÍA IZAZAGA|20||||||COLONIA|CENTRO||||06080|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0964|001||||Fijo|19.4262243800000000|-99.138016530000000|2010-07
HOTEL MEDITERRANEO|HOTEL MEDITERRANEO S DE RL|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|MAR MEDITERRÁNEO|CALLE|MAR CARIBE|CALLE|MAR BAFFIN|CALZADA|MÉXICO TACUBA|97||||||COLONIA|TACUBA||||11410|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0054|002||||Fijo|19.4587400000000000|-99.182660000000000|2010-07
HOTEL IMPERIO|OPERADORA DE HOTELES PEREIRO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|AQUILES SERDÁN|CALLE|CALZADA MÉXICO-TACUBA|CALLE|PRIMERA PRIVADA LAGO GUIJA|CALZADA|MÉXICO-TACUBA|||||3||COLONIA|TORRE BLANCA||||11280|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0139|023||||Fijo|19.4593902900000000|-99.190113780000000|2010-07
HOTEL IMPERIO||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|DOCTOR MACÍAS|CALLE|CLAUDIO BERNARD|CALLE|DOCTOR C. LICEAGA|CALLE|DOCTOR RAFAEL LUCIO|3||||||COLONIA|DOCTORES||||06720|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1534|003||||Fijo|19.4226245200000000|-99.151073400000000|2010-07
HOTEL JEREZ|HOTEL JEREZ SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|ADOLFO GURRION|CALLE|SAN CIPRIAN|CALLE|ARROYO|CALLE|CARRETONES|96||||||COLONIA|ZONA CENTRO||||15100|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0691|005||||Fijo|19.4238518800000000|-99.122558080000000|2010-07
HOTEL J TOWER|TEXAS Y NEW YOK SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|TEXAS|CALLE|NUEVA YORK|CALLE|NEBRASKA|CALLE|ROCHESTER|17||||||COLONIA|NAPOLES||||03810|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0219|011||RECEPCION@TOWERS.COM.MX|WWW.JTOWERS.COM.MX|Fijo|19.3929793800000000|-99.176554640000000|2019-11
HOTEL IZTA|INMOBILIARIA FRAUBA SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|IZTACCIHUATL|AVENIDA|AMSTERDAM|AVENIDA|MEXICO|CALLE|CHILPANCINGO|54||||||COLONIA|HIPODROMO||||06100|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1341|019||||Fijo|19.4101593100000000|-99.169190610000000|2019-11
HOTEL CHOPO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|DOCTOR ENRIQUE GONZALEZ MARTINEZ|AVENIDA|RIBERA DE SAN COSME|CALLE|MANUEL OROZCO Y BERRA|AVENIDA|INSURGENTES NORTE|7||||||COLONIA|BUENAVISTA||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0606|011||||Fijo|19.4407542000000000|-99.156636780000000|2010-07
HOTEL CHAYREL||721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|DE LOS MAESTROS|AVENIDA|1 NORTE (JOSÉ ANTONIO ALZATE)|CALLE|SOR JUANA INÉS DE LA CRUZ|CALLE|LAURO AGUIRRE|||||107||COLONIA|AGRICULTURA||||11360|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0213|012||||Fijo|19.4482116100000000|-99.166811640000000|2010-07
HOTEL JAMAICA|OPERADORA HOTELERA LORE SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|SUR 79|CALLE|ORIENTE 82|CALLE|NINGUNO|CALLE|SUR 79|4112||||||COLONIA|AMPLIACION ASTURIAS||||06890|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|152A|009||||Fijo|19.4070702500000000|-99.127067710000000|2010-07
HOTEL JALISCO|HOTEL JALISCO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|AVENIDA|JALISCO|CALLE|GOBERNADOR JOSE GUADALUPE COVARRUBIAS|CALLE|GOBERNADOR LUIS GONZAGA VIEYRA|CALLE|GENERAL JUAN CANO|150||||||COLONIA|SAN MIGUEL CHAPULTEPEC||||11850|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|1175|015|5561271578|HOTEL.JALISCO@HOTMAIL.COM||Fijo|19.4064828200000000|-99.185083950000000|2010-07
HOTEL JAEN||721112|Hoteles sin otros servicios integrados|0 a 5 personas|EJE VIAL|1 ORIENTE (CALZADA DE LA VIGA)|CALLE|CALLEJON DEL CANAL|AVENIDA|FRAY SERVANDO TERESA DE MIER|AVENIDA|FRAY SERVANDO TERESA DE MIER|14||||||COLONIA|ESPERANZA||||06840|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1074|020||||Fijo|19.4218935100000000|-99.126657190000000|2010-07
HOTEL JAZZ||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|FERNANDO DE ALVA IXTLIXOCHITL|EJE VIAL|CENTRAL (LAZARO CARDENAS)|CALLE|JUAN A. DE LA FUENTE|CALLE|LAURA M. DE CUENCA|12|A|||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1040|006||||Fijo|19.4202680800000000|-99.142726760000000|2010-07
HOTEL JARDINES DE CHURUBUSCO|JARDINES DE CHURUBUSCO  SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALZADA|CALZADA DE TLALPAN|CALLE|MARTIRES IRLANDESES|CALLE|PAZ MONTES DE OCA|CALLE|JUAN AGUILAR Y LÓPEZ|1885||||||COLONIA|SAN MATEO CHURUBUSCO||||04120|09|CIUDAD DE MÉXICO|003|Coyoacán|0001|Coyoacán|0060|019||H.JARDINES.CH@HOTMAIL.COM||Fijo|19.3493350700000000|-99.145799790000000|2010-07
HOTEL LAVADA|HOTEL LAVADA SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|INSURGENTES NORTE|CALLE|RICARTE|EJE VIAL|4 NORTE (AVENIDA FORTUNA)|CALLE|RIOBAMBA|1700||||||COLONIA|LINDAVISTA||||07300|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1256|007||||Fijo|19.4839475600000000|-99.127498400000000|2010-07
HOTEL LEÓN||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|LAGUNA DE TERMINOS|CALLE|LAGO PATZCUARO|CALLE|LAGUNA GUZMAN|CALLE|LAGUNA BACALAR|536||||||COLONIA|ANAHUAC||||11320|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0497|012||||Fijo|19.4419803400000000|-99.171288000000000|2010-07
HOTEL MANOLO 1||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|LUIS MOYA|CALLE|MARQUEZ STERLING|AVENIDA|ARCOS DE BELEN|CALLE|REVILLAGIGEDO|111||||||COLONIA|CENTRO (ÁREA 2)||||06000|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0875|005||HOTELMANOLOPRIMERO@GMAIL.COM||Fijo|19.4278654800000000|-99.146058350000000|2010-07
HOTEL MANOLETE||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|LERDO|EJE VIAL|1 NORTE (MOSQUETA)|CALLE|MOCTEZUMA|CALLE|SOTO|60||||||COLONIA|GUERRERO||||06300|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0574|005||||Fijo|19.4437148100000000|-99.142713520000000|2010-07
HOTEL NORTE|HOTELERA MOSQUETA SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|GRAL.IGNACIO ZARAGOZA|EJE VIAL|1 NORTE (MOSQUETA)|CALLE|DEGOLLADO|EJE VIAL|1 PONIENTE (GUERRERO)|155||||||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0502|007||H_NORTE@HOTMAIL.COM||Fijo|19.4456959200000000|-99.148733360000000|2010-07
HOTEL NEVADA||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|SOLEDAD|CALLE|JESUS MARIA|CALLE|SANTISIMA|CALLE|EMILIANO ZAPATA|38||||||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0786|006||||Fijo|19.4323551800000000|-99.127431960000000|2010-07
SUITES SAN MARCO|SUITES SAN MARCO SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|RIO POO|CALLE|RIO PANUCO|CALLE|RIO LERMA|EJE VIAL|2 PONIENTE (RÍO TÍBER)|125||||||COLONIA|CUAHUTEMOC||||06500|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0822|015|||WWW.TRIPDVISOR.COM.MX|Fijo|19.4292891700000000|-99.168075200000000|2014-12
HOTEL NAVIO|MIANGO SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|ADOLFO GURRION|EJE VIAL|1 ORIENTE (ANILLO DE CIRCUNVALACION)|CALLE|CABAÑA|CALLE|JUAN CUAMATZIN|37||||||COLONIA|ZONA CENTRO||||15100|09|CIUDAD DE MÉXICO|017|Venustiano Carranza|0001|Venustiano Carranza|0687|007||||Fijo|19.4242309900000000|-99.125375180000000|2010-07
HOTEL NIZA|HOTEL QUINTA AVENIDA DE LA CDMX SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|ISABEL LA CATOLICA|CALLE|MESONES|CALLE|REGINA|CALLEJON|PRIMER DE MESONES|88||EDIFICIO SIN NOMBRE|1|||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0894|005||||Fijo|19.4284008700000000|-99.136978110000000|2010-07
HOTEL NIZA|ITSEL AZIN SA DE CV|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|MIXCALCO|CALLE|2A DE MANUEL DOBLADO|CALLE|2A DE LEONA VICARIO|CALLE|2A CALLE DE SAN ANTONIO TOMATLAN|14||||0||COLONIA|CENTRO||||06020|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0663|004||||Fijo|19.4349910000000000|-99.126345740000000|2010-07
HOTEL POLLY||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|OROZCO Y BERRA|CALLE|ZARAGOZA|CALLE|SALGADO|CALLE|MINA|25||||||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0610|016||||Fijo|19.4394271400000000|-99.150185160000000|2010-07
HOTEL POLO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|DOCTOR M. GARCIA DIEGO|CALLE|DOCTOR JOSE TERRES|CALLE|DOCTOR AGUSTIN ANDRADE|CALLE|DOCTOR AGUSTÍN ANDRADE|67||||||COLONIA|DOCTORES||||06720|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|113A|001||||Fijo|19.4162481700000000|-99.146819900000000|2010-07
HOTEL NIÑO PERDIDO||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|ALVAREZ DE ICAZA|EJE VIAL|CENTRAL (LÁZARO CÁRDENAS)|DIAGONAL|20 DE NOVIEMBRE|CALLE|LORENZO BOTURINI|5||||||COLONIA|OBRERA||||06800|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|1040|018||||Fijo|19.4192511100000000|-99.143073140000000|2010-07
HOTEL REAL CENTENARIO||721112|Hoteles sin otros servicios integrados|6 a 10 personas|AVENIDA|CENTENARIO|CALLE|MORELOS|CALLE|FRAY SEBASTIAN DE APARICIO|AVENIDA|FERROCARRIL HIDALGO|1911||||||PUEBLO|SANTIAGO ATZACOALCO||||07040|09|CIUDAD DE MÉXICO|005|Gustavo A. Madero|0001|Gustavo A. Madero|1171|013||||Fijo|19.4949897300000000|-99.098277640000000|2010-07
HOTEL PANORAMA|HOTEL PANORAMA SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|PLATINO|CALLE|PEÑOLES|CALZADA|CALZADA DE GUADALUPE|CALLE|PLOMO|20||||||CIUDAD|VALLE GOMEZ||||06240|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0127|005||||Fijo|19.4575437700000000|-99.127273930000000|2010-07
HOTEL PATRIA||721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|REPUBLICA DEL SALVADOR|CALLE|PASAJE MESONES-SALVADOR|CALLE|CORREO MAYOR|CALLE|MESONES|137||||||COLONIA|CENTR0||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0907|001||||Fijo|19.4288275700000000|-99.131263120000000|2010-07
HOTEL PIGAL||721112|Hoteles sin otros servicios integrados|0 a 5 personas|CERRADA|CERRADA DE OROZCO Y BERRA|AVENIDA|PUENTE DE ALVARADO|CALLE|MINA|CALLE|BUENAVISTA|28||||||COLONIA|BUENAVISTA||||06350|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|049A|013||||Fijo|19.4397955500000000|-99.151887190000000|2010-07
HOTEL PIET|PROMOTORA HOTEL RIO MIÑO|721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALZADA|CALZADA DE GUADALUPE|CIRCUITO|INTERIOR (AVENIDA RIO CONSULADO)|CALLE|LUDWING VAN BEETHOVEN|CALZADA|CALZADA DE GUADALUPE|152|A|||||CIUDAD|PERELVILLO||||06220|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0127|016||||Fijo|19.4602450400000000|-99.126955150000000|2010-07
HOTEL REX|HOTELERA REX SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|OBRERO MUNDIAL|CALLE|ARAGON|VIADUCTO|PRESIDENTE MIGUEL ALEMAN|CALLE|LA CORUÑA|937||||||COLONIA|ALAMOS||||03400|09|CIUDAD DE MÉXICO|014|Benito Juárez|0001|Benito Juárez|0030|022||||Fijo|19.4027040100000000|-99.137280820000000|2010-07
HOTEL PENSIL|HOTELERA PENSIL SA DE CV|721112|Hoteles sin otros servicios integrados|11 a 30 personas|CALLE|LAGO BOLSENA|CALLE|LAGO HIELMAR|CALLE|LAGO LADOGA|CALLE|LAGO LADOGA|21||||0||COLONIA|MODELO PENSIL||||11450|09|CIUDAD DE MÉXICO|016|Miguel Hidalgo|0001|Miguel Hidalgo|0393|022||HOTELPENSIL@PRODIGY.NET.MX||Fijo|19.4464918300000000|-99.190924120000000|2010-07
HOTEL RIBADAVIA|HOTEL RIBADAVIA SA DE CV|721112|Hoteles sin otros servicios integrados|0 a 5 personas|CALLE|RICHARD WAGNER|CALLE|EDUARDO GRIEG|CALLE|FELIPE PEDRELL|CALLE|FLORENCIO CONSTANTINO|6||||||COLONIA|EX HIPODROMO DE PERALVILLO||||06250|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0150|011||||Fijo|19.4547578100000000|-99.132529860000000|2012-06
HOTEL REPUBLICA||721112|Hoteles sin otros servicios integrados|6 a 10 personas|CALLE|REPUBLICA DE CUBA|CALLE|REPUBLICA DE CHILE|CALLE|ALLENDE|CALLE|DONCELES|57||||||COLONIA|CENTRO (AREA 1)||||06010|09|CIUDAD DE MÉXICO|015|Cuauhtémoc|0001|Cuauhtémoc|0752|010||JJAACE1963@YAHOO.COM.MX||Fijo|19.4372299500000000|-99.136969000000000|2019-11
